MAW	CZT	HBK	BNG	AAE	QSB	ISK	SUA	LVV	HLP	TAR	HAN	OUJ	SOD	SOR	BJN	HRN	NRD	ALE
1.00000000000000	0.895580795919074	0.783709647319337	0.797756824757121	0.801258787876537	0.818345394996045	0.808175514636332	0.809826155610671	0.825849126875383	0.885263868029291	0.850442552297907	0.843298439853140	0.853568679975808	0.832388619978067	0.720903638645120	0.883833705589289	0.881006082356536	0.850357648585441	0.722237859697296
0.895580795919074	1.00000000000000	0.661343729555474	0.689555775541706	0.683598038181761	0.704820812524175	0.698143037360682	0.732596101784384	0.783751728537336	0.878236346901360	0.905445150951255	0.855882813235319	0.883284558552302	0.870238443361830	0.717097527603731	0.750046132971887	0.754493903146307	0.742902826623502	0.535029594311952
0.783709647319337	0.661343729555474	1	0.994066687230362	0.997269586274812	0.990785067974122	0.990313533729393	0.975038115395582	0.943129707850757	0.752455654937292	0.767305097635315	0.773112892685198	0.810908740813066	0.836345476939036	0.871124067393749	0.893356568367541	0.887292401601492	0.907392665747941	0.726553506885262
0.797756824757120	0.689555775541706	0.994066687230362	1.00000000000000	0.997516751942576	0.989487001435855	0.992255131256698	0.984048219966118	0.964724032354481	0.782282436868267	0.798921655080701	0.798645755278618	0.836106949143930	0.860591801883674	0.877683635940770	0.891716533318265	0.885265627490356	0.900115296209121	0.738846099217103
0.801258787876537	0.683598038181761	0.997269586274813	0.997516751942576	1	0.994925219411160	0.994443730504927	0.983787411326341	0.955786334514426	0.776180325704892	0.791370205952866	0.791295722188890	0.825562544044473	0.854323475121412	0.876616297956672	0.896043316275835	0.889118279609990	0.904625721498839	0.730871965617058
0.818345394996045	0.704820812524175	0.990785067974122	0.989487001435855	0.994925219411160	1	0.997822549845224	0.989331769938194	0.958718640096052	0.803686999534793	0.813485067646035	0.812971051460509	0.850233825157885	0.871352889999099	0.856061938471067	0.892825371811002	0.884142900230546	0.902365234544061	0.730991591196273
0.808175514636331	0.698143037360682	0.990313533729393	0.992255131256698	0.994443730504927	0.997822549845224	1	0.992987716488656	0.971105027745748	0.805779780383092	0.813581531184289	0.813996658965602	0.851932199465422	0.879125345227439	0.867163633612566	0.886545893033491	0.880367289656794	0.898709705720988	0.731070830188975
0.809826155610671	0.732596101784384	0.975038115395582	0.984048219966118	0.983787411326341	0.989331769938194	0.992987716488656	1	0.984951069009030	0.830660728772049	0.835239467481422	0.826848886645852	0.866806518729775	0.897693571445434	0.867053874551743	0.864716954270341	0.855152658703200	0.881046979402132	0.702563474950765
0.825849126875383	0.783751728537336	0.943129707850757	0.964724032354481	0.955786334514426	0.958718640096052	0.971105027745748	0.984951069009030	1.00000000000000	0.892934926112144	0.861809413043445	0.845879764444966	0.902514935930437	0.928853184150494	0.885481751525347	0.819006491678544	0.808231394063913	0.834859048077413	0.681688482095123
0.885263868029291	0.878236346901360	0.752455654937292	0.782282436868267	0.776180325704892	0.803686999534793	0.805779780383093	0.830660728772049	0.892934926112144	1.00000000000000	0.914248008767746	0.880435294604151	0.925112002230381	0.924592988423939	0.837223474937651	0.741484322659843	0.747712965091103	0.741392620010039	0.619633181188993
0.850442552297907	0.905445150951256	0.767305097635315	0.798921655080701	0.791370205952866	0.813485067646035	0.813581531184289	0.835239467481422	0.861809413043445	0.914248008767746	1	0.914929823529448	0.943018744682446	0.913942602338713	0.773258101072442	0.736990782206145	0.733459467666777	0.770342452343561	0.644542649934491
